id,scrape_id,last_scraped,name,host_id,street,city,latitude,longitude,is_location_exact
24568675,2.02E+13,7/12/2018,*Best in Southbank /Melbourne/ Crown Casino,36011853,"Southbank, VIC, Australia",Southbank,-37.82791302,144.9577793,f
24569193,2.02E+13,7/12/2018,Peaceful Doncaster Home with Garden View,15361143,"Doncaster, VIC, Australia",Doncaster,-37.78208934,145.1175636,t
24570767,2.02E+13,7/12/2018,Delightful Bungalow,129995731,"Tullamarine, VIC, Australia",Tullamarine,-37.7025271,144.8780215,t
24578919,2.02E+13,7/12/2018,Maribyrnong double bed room,34537295,"Maribyrnong, VIC, Australia",Maribyrnong,-37.77324088,144.8808149,f
24579230,2.02E+13,7/12/2018,3BR CBD Retro townhouse I Melbourne Central I QV,55324450,"Melbourne, VIC, Australia",Melbourne,-37.80968268,144.9677873,t
24580281,2.02E+13,7/12/2018,Cozy bedroom (females only),52071882,"Travancore, VIC, Australia",Travancore,-37.78538526,144.9372989,t
24580431,2.02E+13,7/12/2018,RODEN RESIDENCES 5( Read our other reviews),23952359,"West Melbourne, VIC, Australia",West Melbourne,-37.80704546,144.9493969,t
24581335,2.02E+13,7/12/2018,Cosy St Kilda Apartment,102645090,"Saint Kilda, VIC, Australia",Saint Kilda,-37.86176992,144.9910036,t
24581640,2.02E+13,7/12/2018,Light-filled apartment in leafy Clifton Hill,29132075,"Clifton Hill, VIC, Australia",Clifton Hill,-37.78864422,144.9996676,t
24581866,2.02E+13,7/12/2018,"Large house in Monbulk, with spa.",58111179,"Monbulk, VIC, Australia",Monbulk,-37.86445991,145.4127359,t
24583498,2.02E+13,7/12/2018,"""Waterfront Beauty"" in Port Melbourne with pool.",17634490,"Port Melbourne, VIC, Australia",Port Melbourne,-37.84031449,144.9348809,t
24583786,2.02E+13,7/12/2018,**INTRO PRICES- Special and Clean is  ready 4u!!,132894596,"Point Cook, VIC, Australia",Point Cook,-37.91670557,144.7765959,t
24583989,2.02E+13,7/12/2018,HugeApt^5mins2MelbCentral/2bd2bth/FreePark/VicMart,185780788,"Melbourne, VIC, Australia",Melbourne,-37.80728354,144.9617739,f
24584114,2.02E+13,7/12/2018,Private bedroom with ensuite & BIR,54172235,"Ascot Vale, VIC, Australia",Ascot Vale,-37.77646888,144.9112312,t
24585347,2.02E+13,7/12/2018,Premium Three Bedroom Apartment in Melbourne CBD,28927771,"Melbourne, VIC, Australia",Melbourne,-37.8083964,144.9631161,t
24587442,2.02E+13,7/12/2018,"A Splash of Yellow, Beach Walk, WIFI&Parking, Pets",4647935,"Saint Kilda, VIC, Australia",Saint Kilda,-37.85726093,144.9816656,t
24587704,2.02E+13,7/12/2018,St Kilda beach,185808227,"Saint Kilda, VIC, Australia",Saint Kilda,-37.85836444,144.9809805,f
24587771,2.02E+13,7/12/2018,St Kilda Beach with French Flavour (Pet friendly),18130478,"Saint Kilda West, VIC, Australia",Saint Kilda West,-37.85842035,144.9745,t
24587888,2.02E+13,7/12/2018,"Venus by the Bay, Rooftop Hot Spas, BBQ, NBN, Pets",4647935,"South Melbourne, VIC, Australia",South Melbourne,-37.83139396,144.9504763,t
24588742,2.02E+13,7/12/2018,"4Location ,Affordable ,train ,tram ,WiFi ,Parking",173877438,"Preston, VIC, Australia",Preston,-37.74269161,144.9995997,f
24589167,2.02E+13,7/12/2018,Melbourne River Views - In the Heart of the City,185800050,"Melbourne, VIC, Australia",Melbourne,-37.81996407,144.9560784,f
24589572,2.02E+13,7/12/2018,Light filled home in quiet inner city suburb,7532767,"Clifton Hill, VIC, Australia",Clifton Hill,-37.79079146,145.0010849,f
24589889,2.02E+13,7/12/2018,"City, Albert Park Lake & Bay Views",31634799,"Melbourne, VIC, Australia",Melbourne,-37.85297559,144.9799319,t
24590405,2.02E+13,7/12/2018,Stunning 1BR City View Rooftop Free Wifi Car space,181016429,"Melbourne, VIC, Australia",Melbourne,-37.83771279,144.9758644,f
24590757,2.02E+13,7/12/2018,1 Bedroom Gem at Prahran Central Next to Chapel St,159516681,"Prahran, VIC, Australia",Prahran,-37.84805611,144.9926547,t
24592403,2.02E+13,7/12/2018,3BR cozy apartment near Chadstone Shopping Centre,154038722,"Malvern East, VIC, Australia",Malvern East,-37.88886686,145.0880088,t
24592975,2.02E+13,7/12/2018,SkyView Modern Studio Skybus FreeTramZone GYM Pool,151634537,"Melbourne, VIC, Australia",Melbourne,-37.81514582,144.9542338,t
24593200,2.02E+13,7/12/2018,Marvellous 3 BDR Family Home- Fantastic Location,43043382,"Malvern, VIC, Australia",Malvern,-37.86430313,145.0314196,t
24593284,2.02E+13,7/12/2018,BRAND NEW MELBOURNE CBD STAY FREE NBN WIFI 1003,159278017,"West Melbourne, VIC, Australia",West Melbourne,-37.81178446,144.9504411,t
24606578,2.02E+13,7/12/2018,Entire 1 Bedroom Apartment in St Kilda,12492679,"Saint Kilda, VIC, Australia",Saint Kilda,-37.86590016,144.9781895,t
24607288,2.02E+13,7/12/2018,Brunswick East Rooftop Views,5842144,"Brunswick East, VIC, Australia",Brunswick East,-37.76982424,144.9720185,t
24607972,2.02E+13,7/12/2018,Loveable space surrounded by everything you need!,149831722,"Elwood, VIC, Australia",Elwood,-37.87705748,144.9888531,t
24608855,2.02E+13,7/12/2018,Docklands 2 Bed Apt Comp WiFi,182143136,"Docklands, VIC, Australia",Docklands,-37.81466655,144.942701,t
24609114,2.02E+13,7/12/2018,38Mel Skyline LVL63@2BR1BTH Apt*Mel Cen*free tram,180074766,"Melbourne, VIC, Australia",Melbourne,-37.80952384,144.9611119,t
24609190,2.02E+13,7/12/2018,Penthouse Apartment in Melb CBD Perfect Location,103385102,"Melbourne, VIC, Australia",Melbourne,-37.81778151,144.9533107,t
24609898,2.02E+13,7/12/2018,Amazing city view/ Near crown/ New apartment,102579857,"Southbank, VIC, Australia",Southbank,-37.82657942,144.9583844,f
24609910,2.02E+13,7/12/2018,37ShadowPlay@Lv30*2bd1bth*Crown&convention centre,180074766,"Southbank, VIC, Australia",Southbank,-37.82654782,144.9575262,t
24610115,2.02E+13,7/12/2018,Brighton Courtyard Studio,166651302,"Brighton, VIC, Australia",Brighton,-37.90743015,145.0085631,t
24610811,2.02E+13,7/12/2018,City private room close to free tram zone stop!,120470745,"West Melbourne, VIC, Australia",West Melbourne,-37.80988815,144.9511284,t
24611371,2.02E+13,7/12/2018,Amazing city view/ Near crown/ New apartment,102579857,"Southbank, VIC, Australia",Southbank,-37.82663982,144.9592569,f
24612091,2.02E+13,7/12/2018,Shadow Play@Lv36/2BR near Crown with Ocean View,184014673,"Southbank, VIC, Australia",Southbank,-37.82784595,144.9584505,f
24612143,2.02E+13,7/12/2018,Sunny and comfortable apartment in Balwyn,185998060,"Balwyn, VIC, Australia",Balwyn,-37.81351957,145.0766954,t
24613457,2.02E+13,7/12/2018,CBD L27 View/Terrace/Balcony/Pool/Gym/Skybus/2Bath,135582260,"West Melbourne, VIC, Australia",West Melbourne,-37.81074724,144.9514471,t
24614047,2.02E+13,7/12/2018,Bright & cosy ideal St Kilda location,94412175,"Saint Kilda, VIC, Australia",Saint Kilda,-37.86296692,144.986879,f
24614067,2.02E+13,7/12/2018,"Private ensuite Queen Bedroom, beautiful view",35305863,"Saint Kilda, VIC, Australia",Saint Kilda,-37.87012569,144.9899501,t
24616969,2.02E+13,7/12/2018,Watling Grove at Ferntree Gully,54168753,"Ferntree Gully, VIC, Australia",Ferntree Gully,-37.89139034,145.2601359,t
24616985,2.02E+13,7/12/2018,Perfect Privacy... entire floor is yours to enjoy!,186034995,"Cranbourne North, VIC, Australia",Cranbourne North,-38.07720647,145.3284946,t
24617396,2.02E+13,7/12/2018,Roomshare in Heart of Melbourne City,186040302,"Melbourne, VIC, Australia",Melbourne,-37.81157541,144.9586,t
24625273,2.02E+13,7/12/2018,Furnished queen size room in the heart of Prahran!,10241519,"Windsor, VIC, Australia",Windsor,-37.85812672,144.998184,t
24629955,2.02E+13,7/12/2018,Cosy seaside Apartment in the heart of bayside,48106130,"Sandringham, VIC, Australia",Sandringham,-37.95429248,145.0235269,t
24632049,2.02E+13,7/12/2018,Beautiful Allura home R-3  Melbourne CBD 20min,179743172,"Truganina, VIC, Australia",Truganina,-37.84586286,144.7350298,t
24633147,2.02E+13,7/12/2018,é˜³å…‰å¤§æˆ¿,186160274,"Burwood, VIC, Australia",Burwood,-37.84756953,145.1108035,f
24633195,2.02E+13,7/12/2018,Kings Palace,186159753,"Albion, VIC, Australia",Albion,-37.77699462,144.8235982,f
24634905,2.02E+13,7/12/2018,Cosy & cool private bedroom (Fawkner Park & CBD),41084011,"South Yarra, VIC, Australia",South Yarra,-37.83676722,144.9866155,f
24634912,2.02E+13,7/12/2018,Unique South Yarra Apartment,186177355,"South Yarra, VIC, Australia",South Yarra,-37.83348561,144.9902796,t
24634924,2.02E+13,7/12/2018,Studio Room in Tarneit,186177485,"Tarneit, VIC, Australia",Tarneit,-37.82222381,144.6973253,f
24635182,2.02E+13,7/12/2018,Glen å¥½æˆ¿,186180034,"Glen Waverley, VIC, Australia",Glen Waverley,-37.88461292,145.1654195,f
24635188,2.02E+13,7/12/2018,Cosy and bright entire apartment in st kilda.,94412175,"Saint Kilda, VIC, Australia",Saint Kilda,-37.86439117,144.9890766,f
24635314,2.02E+13,7/12/2018,Stylish 1 bedroom apartment in Brunswick Melbourne,186149500,"Brunswick, VIC, Australia",Brunswick,-37.76416824,144.9631533,t
24635348,2.02E+13,7/12/2018,Avengers Assemble! Marvel's high rise escape!,147316348,"Melbourne, VIC, Australia",Melbourne,-37.81888128,144.9549246,t
24635860,2.02E+13,7/12/2018,Cheap Accommodation with bus to city outside door.,171358567,"Sunshine, VIC, Australia",Sunshine,-37.77904437,144.8317128,t
24635890,2.02E+13,7/12/2018,"Evelyn, Parking x 2, WIFI, Pet Friendly",4647935,"South Yarra, VIC, Australia",South Yarra,-37.83788404,144.9945038,t
24636158,2.02E+13,7/12/2018,"Seamless, style and value in fabulous Richmond",212071,"Richmond, VIC, Australia",Richmond,-37.81846196,145.0095163,t
24636688,2.02E+13,7/12/2018,Bayside California Bungalow,178704183,"Mentone, VIC, Australia",Mentone,-37.97844018,145.0677198,f
24637319,2.02E+13,7/12/2018,Spacious CBD Apartment overlooking Yarra River,68992727,"Docklands, VIC, Australia",Docklands,-37.82131754,144.9516897,t
24638691,2.02E+13,7/12/2018,"Richmond Oasis - Pool, NBN, Netflix, Pet-Friendly",4647935,"Richmond, VIC, Australia",Richmond,-37.8183602,145.0074567,t
24638767,2.02E+13,7/12/2018,Relaxing Abode @ Avant Melbourne,110139064,"Melbourne, VIC, Australia",Melbourne,-37.80963103,144.9610624,t
24638903,2.02E+13,7/12/2018,Cute 1BR apartment in the heart of St Kilda,186206662,"Saint Kilda, VIC, Australia",Saint Kilda,-37.85813019,144.9872481,t
24640554,2.02E+13,7/12/2018,å°ç˜¦ç˜¦ä¹‹å®¶,186207313,"Balwyn, VIC, Australia",Balwyn,-37.81285411,145.091618,t
24640661,2.02E+13,7/12/2018,Totally Renovated Studio with balcony & bay views,14055422,"Saint Kilda, VIC, Australia",Saint Kilda,-37.86256576,144.9748821,t
24640961,2.02E+13,7/12/2018,South Yarra Home with a View,20495782,"South Yarra, VIC, Australia",South Yarra,-37.83648242,145.0011036,t
24641177,2.02E+13,7/12/2018,docklandså…¨æ–°è±ªåŽæ°´æ™¯å…¬å¯“ç‹¬ç«‹æˆ¿é—´å‡ºç§Ÿ,49526146,"Docklands, VIC, Australia",Docklands,-37.8231388,144.9422518,f
24641781,2.02E+13,7/12/2018,Brighton Beachfront Room with Private Courtyard!,75670202,"Brighton, VIC, Australia",Brighton,-37.91232141,144.9872911,f
24642363,2.02E+13,7/12/2018,Large private room in cosy Victorian Terrace,40585144,"Fitzroy North, VIC, Australia",Fitzroy North,-37.78448221,144.9905939,t
24642883,2.02E+13,7/12/2018,Two bedroom St Kilda apartment,150518259,"Saint Kilda, VIC, Australia",Saint Kilda,-37.86360578,144.9745172,t
24643870,2.02E+13,7/12/2018,Northcote- Stay and enjoy!,392594,"Northcote, VIC, Australia",Northcote,-37.77044687,145.0122664,t
24645619,2.02E+13,7/12/2018,BOUTIQUE YARRA LIVING ON CHAPEL STREET !,24540332,"South Yarra, VIC, Australia",South Yarra,-37.83612024,144.9952291,t
24646348,2.02E+13,7/12/2018,å¯ŒäººåŒºå¥½æˆ¿,186253774,"Camberwell, VIC, Australia",Camberwell,-37.83306043,145.066665,f
24654428,2.02E+13,7/12/2018,éžå¸¸æ–¹ä¾¿çš„å¥½æˆ¿å­,186321678,"Box Hill, VIC, Australia",Box Hill,-37.82041968,145.1265161,f
24654810,2.02E+13,7/12/2018,Premier One Bedroom Apartment - 7 Night Minimum,184943288,"Melbourne, VIC, Australia",Melbourne,-37.83083677,144.9578782,f
24655069,2.02E+13,7/12/2018,Executive 3 Bedroom Apartment - 7 Night Minimum,184943288,"Melbourne, VIC, Australia",Melbourne,-37.83130429,144.9583913,f
24655347,2.02E+13,7/12/2018,Executive 2 Bed 2 Bath Apartment - 7 Night Minimum,184943288,"Melbourne, VIC, Australia",Melbourne,-37.83066883,144.9592016,f
24655372,2.02E+13,7/12/2018,Deluxe 2 Bed 1 Bath Apartment - 2 Night Minimum,184943288,"Melbourne, VIC, Australia",Melbourne,-37.82974699,144.9589399,f
24655399,2.02E+13,7/12/2018,Deluxe 2 Bed 1 Bath Apartment - 7 Night Minimum,184943288,"Melbourne, VIC, Australia",Melbourne,-37.82992266,144.9584276,f
24655479,2.02E+13,7/12/2018,glen iris å¯ŒäººåŒº,186330895,"Glen Iris, VIC, Australia",Glen Iris,-37.85805974,145.0540382,f
24655628,2.02E+13,7/12/2018,Corporate Studio Apartment - 2 Night Minimum,184943288,"Melbourne, VIC, Australia",Melbourne,-37.83078596,144.9573203,f
24656936,2.02E+13,7/12/2018,Blue House in Brunswick,7046744,"Brunswick, VIC, Australia",Brunswick,-37.77324579,144.9551975,t
24656948,2.02E+13,7/12/2018,"Perfect location, 2 bedrooms apartment.",7689138,"South Yarra, VIC, Australia",South Yarra,-37.83395677,144.991712,f
24657172,2.02E+13,7/12/2018,Next to Botanic Garden with Huge balcony - #V804,186341607,"South Melbourne, Australia",South Melbourne,-37.82991574,144.9677663,t
24657413,2.02E+13,7/12/2018,Premier 2 Bedroom 1 Bathroom - 2 Night Minimum,184917044,"Melbourne, VIC, Australia",Melbourne,-37.80748368,144.9596058,f
24657477,2.02E+13,7/12/2018,*FREE PARKING*Luxury 2BR Apt/Central of Melb CBD,25665887,"Melbourne, VIC, Australia",Melbourne,-37.8126133,144.9569392,t
24657492,2.02E+13,7/12/2018,Executive 3 Bed 2 Bath Apartment - 2 Night Minimum,184917044,"Melbourne, VIC, Australia",Melbourne,-37.80911145,144.960414,f
24657668,2.02E+13,7/12/2018,Perfect Poolhouse Getaway - Sunny Oasis!,186154573,"Kooyong, VIC, Australia",Kooyong,-37.84113185,145.0352813,t
24658635,2.02E+13,7/12/2018,hawthorn east ä¾¿åˆ©,186365210,"Hawthorn East, VIC, Australia",Hawthorn East,-37.8305644,145.0530988,f
24658769,2.02E+13,7/12/2018,"Well located room for 2 in art decor home, Preston",186351470,"Preston, VIC, Australia",Preston,-37.74664126,145.005719,t
24660508,2.02E+13,7/12/2018,Well-located 1BR Apartment with view,22860147,"Melbourne, VIC, Australia",Melbourne,-37.81169383,144.9607739,t
24660558,2.02E+13,7/12/2018,209BR1 - Executive Single Room in Brunswick,90729398,"Brunswick, VIC, Australia",Brunswick,-37.77678487,144.9640048,t
24660934,2.02E+13,7/12/2018,Great view 1BR near Melbourne Central Station,22860147,"Melbourne, VIC, Australia",Melbourne,-37.80986507,144.959429,t
24661437,2.02E+13,7/12/2018,å¥½æˆ¿kew,186387901,"Kew, VIC, Australia",Kew,-37.8045062,145.0325454,f
24661537,2.02E+13,7/12/2018,Stylish & Bright 1BR In Melbourne CBD,26796242,"West Melbourne, VIC, Australia",West Melbourne,-37.81164291,144.9516741,f
24661640,2.02E+13,7/12/2018,Beautiful 1Bedroom near Melbourne Central Station,22860147,"Melbourne, VIC, Australia",Melbourne,-37.81043634,144.9603707,t
24662035,2.02E+13,7/12/2018,Perfectly located 2 Bedroom Apartment with a view,18945225,"Brunswick, VIC, Australia",Brunswick,-37.77403734,144.9597414,t
24663118,2.02E+13,7/12/2018,Melbourne TWIN= Queen & Double Sofa Bed Wifi,101892422,"Melbourne, VIC, Australia",Melbourne,-37.81478975,144.9522659,t
24664412,2.02E+13,7/12/2018,QUIET 1 BEDROOM APARTMENT MINUTES FROM EVERYTHING,135947932,"Richmond, VIC, Australia",Richmond,-37.81539566,145.0125042,t
24665585,2.02E+13,7/12/2018,"SHORT WALK TO THE BEACH, SHORT RIDE TO THE CITY",149055490,"Elwood, VIC, Australia",Elwood,-37.88701323,144.9845926,t
24665946,2.02E+13,7/12/2018,love Melbourne cottage heritage chic close to CBD,79838817,"Canterbury, VIC, Australia",Canterbury,-37.83250615,145.0735394,t
24666997,2.02E+13,7/12/2018,Designer Selection - The Golden Wheat in Melb CBD,40455436,"Melbourne, VIC, Australia",Melbourne,-37.8151427,144.9526546,t
24667704,2.02E+13,7/12/2018,Cosy room in a brand new & peaceful appartment,14928172,"Collingwood, VIC, Australia",Collingwood,-37.80024585,144.9861983,t
24675827,2.02E+13,7/12/2018,Cozy home,25504800,"Eumemmerring, VIC, Australia",Eumemmerring,-37.99888166,145.2426336,f
24676028,2.02E+13,7/12/2018,THE BEACH VIRTUALLY OUTSIDE YOUR FRONT DOOR,149055490,"Elwood, VIC, Australia",Elwood,-37.88605167,144.9867833,t
24676858,2.02E+13,7/12/2018,Cosy room near Highpoint shopping centre,136560215,"Maribyrnong, VIC, Australia",Maribyrnong,-37.76971098,144.8889958,t
24677435,2.02E+13,7/12/2018,ã€è¿‘CTå…¬å¯“çŸ­ç§Ÿã€‘è¿‘å¢¨å¤§é£Žæ™¯æˆ¿å…¬å¯“æ•´ç§Ÿ/å•é—´è½¬ç§Ÿ,186508222,"Carlton, VIC, Australia",Carlton,-37.79376374,144.9682657,f
24677452,2.02E+13,7/12/2018,Spacious and sunny Port Melbourne family home,186508917,"Port Melbourne, VIC, Australia",Port Melbourne,-37.83432914,144.9390211,t
24677635,2.02E+13,7/12/2018,Ensuite queen bed with own bathroom.,181927383,"Melbourne, VIC, Australia",Melbourne,-37.82883709,144.9713042,f
24677681,2.02E+13,7/12/2018,Large bedroom in spacious apartment Great location,7689138,"South Yarra, VIC, Australia",South Yarra,-37.83350797,144.9923604,f
24678248,2.02E+13,7/12/2018,Collingwood StayCentral Silos 7 near Richmond,4177728,"Collingwood, VIC, Australia",Collingwood,-37.80670488,144.9899508,t
24678424,2.02E+13,7/12/2018,"2 Bedroom ""Breathtaking"" Apartment",181538235,"Melbourne, Australia",Melbourne,-37.80745764,144.9657056,f
24678430,2.02E+13,7/12/2018,2Bdr Apt with Views in CBD,181538235,"Melbourne, VIC, Australia",Melbourne,-37.80750284,144.9676763,t
24678774,2.02E+13,7/12/2018,Executive 2 Bed 2 Bath Apartment,183621356,"Melbourne, VIC, Australia",Melbourne,-37.80959889,144.9599499,f
24678969,2.02E+13,7/12/2018,"A Splash of Sapphire, Beach Walk,WIFI&Parking,Pets",4647935,"Saint Kilda, VIC, Australia",Saint Kilda,-37.85731674,144.9819537,t
24679388,2.02E+13,7/12/2018,Premier 1 Bedroom Apartment - 2 Night Minimum,184916295,"Brunswick East, VIC, Australia",Brunswick East,-37.76878793,144.9716751,f
24679505,2.02E+13,7/12/2018,Executive 2 Bed 2 Bath Apartment - 2 Night Minimum,184916295,"Brunswick East, VIC, Australia",Brunswick East,-37.76966346,144.9731231,f
24679516,2.02E+13,7/12/2018,Spacious 1BR near Melbourne Central Station,22860147,"Melbourne, VIC, Australia",Melbourne,-37.8113451,144.9586614,t
24679555,2.02E+13,7/12/2018,Deluxe 2 Bed 1 Bath Apartment - 2 Night Minimum,184916295,"Brunswick East, VIC, Australia",Brunswick East,-37.77020489,144.9713795,f
24679601,2.02E+13,7/12/2018,Deluxe 2 Bed 1 Bath Apartment - 7 Night Minimum,184916295,"Brunswick East, VIC, Australia",Brunswick East,-37.76949687,144.9710467,f
24679611,2.02E+13,7/12/2018,"New Apt,Entire place Melb city,Gym,Pool & Netflix.",186533300,"Docklands, VIC, Australia",Docklands,-37.82026439,144.9423312,t
24679621,2.02E+13,7/12/2018,Toorak Melody 'WIFI Netflix Parking&Pets Friendly',4647935,"Toorak, VIC, Australia",Toorak,-37.84153186,145.0096748,t
24679642,2.02E+13,7/12/2018,Beautiful central apartment,42964351,"South Melbourne, VIC, Australia",South Melbourne,-37.82981496,144.9696181,f
24679750,2.02E+13,7/12/2018,Deluxe 2 Bed 1 Bath Apartment,183621356,"Melbourne, VIC, Australia",Melbourne,-37.81162255,144.9620071,f
24680121,2.02E+13,7/12/2018,"Bella at Freshwater, Parking WIFI Gym Pool Sauna",4647935,"Southbank, VIC, Australia",Southbank,-37.82114851,144.9617345,t
24681631,2.02E+13,7/12/2018,èˆ’é€‚åŒäººæˆ¿,186546199,"Airport West, VIC, Australia",Airport West,-37.72651715,144.8881814,t
24683246,2.02E+13,7/12/2018,Secure Apartment in the heart of  Melbourne city,151158081,"Southbank, VIC, Australia",Southbank,-37.82533008,144.9616127,t
24683670,2.02E+13,7/12/2018,Two bedrooms in luxurious renovated home with pool,184529395,"Preston, VIC, Australia",Preston,-37.74424537,145.0218447,t
24684130,2.02E+13,7/12/2018,Balaclava 1950s 2bdr flat with charm and comfort,1852249,"Balaclava, VIC, Australia",Balaclava,-37.86826063,144.9976767,t
24685566,2.02E+13,7/12/2018,Cosy Camberwell apartment with tram at door step!,57981477,"Camberwell, VIC, Australia",Camberwell,-37.84148737,145.0672813,t
24687920,2.02E+13,7/12/2018,QueensRd AlbertPk Modern 2Bed2Bath APT FREEPARKING,175387550,"Melbourne, VIC, Australia",Melbourne,-37.85170415,144.9804887,t
24691527,2.02E+13,7/12/2018,ä»Šäº¤é€šè®¾æ–½ çŽ¯å¢ƒå¥½,186606547,"Caulfield North, VIC, Australia",Caulfield North,-37.87191234,145.01848,f
24696318,2.02E+13,7/12/2018,ä¼ ç»Ÿå¥½åŒºhawthorn,186643056,"Hawthorn, VIC, Australia",Hawthorn,-37.82245344,145.0320964,f
24699223,2.02E+13,7/12/2018,Bayside cosy home,4999312,"Elwood, VIC, Australia",Elwood,-37.8790195,144.9923003,t
24699861,2.02E+13,7/12/2018,Rubber Duck Outbreak!,46085943,"Hawthorn, VIC, Australia",Hawthorn,-37.83397634,145.0409907,t
24700040,2.02E+13,7/12/2018,å¹²å‡€æ•´æ´çš„æˆ¿é—´,186675870,"Notting Hill, VIC, Australia",Notting Hill,-37.9206602,145.1328776,f
24700181,2.02E+13,7/12/2018,The blue room,14455900,"Mentone, VIC, Australia",Mentone,-37.98247493,145.0790526,t
24700467,2.02E+13,7/12/2018,Great View 2BR near Melbourne Central Station,22860147,"Melbourne, VIC, Australia",Melbourne,-37.81138265,144.9605976,t
24700685,2.02E+13,7/12/2018,Boutique Heidelberg living near Austin hospital,136678274,"Heidelberg, VIC, Australia",Heidelberg,-37.75166981,145.0570676,t
24702042,2.02E+13,7/12/2018,Little Star Momery in Hawthorn,105282955,"Hawthorn East, VIC, Australia",Hawthorn East,-37.82275142,145.046527,f
24703390,2.02E+13,7/12/2018,Private Room in Port Melbourne,3470148,"Port Melbourne, VIC, Australia",Port Melbourne,-37.83483884,144.9432937,t
24704112,2.02E+13,7/12/2018,Your Peaceful City Holiday Cottage,3470148,"Port Melbourne, VIC, Australia",Port Melbourne,-37.83393629,144.9439815,t
24704163,2.02E+13,7/12/2018,Clean and  charming room in Bundoora,186715787,"Bundoora, VIC, Australia",Bundoora,-37.69552855,145.0620969,t
24706045,2.02E+13,7/12/2018,Decent Cactus^^1Bed1Bath/MelbCentral/FreeTram^CBD,185780788,"Melbourne, VIC, Australia",Melbourne,-37.80821219,144.9621181,f
24706289,2.02E+13,7/12/2018,Box Hill Low-rise Sizeable 2 Bedroom Apartment,122587838,"Box Hill, VIC, Australia",Box Hill,-37.82413888,145.1261117,t
24706330,2.02E+13,7/12/2018,Waterfront 3 Bedroom Luxury Home Victoria Harbour,186730230,"Docklands, VIC, Australia",Docklands,-37.82100494,144.942158,t
24706567,2.02E+13,7/12/2018,"Modern, Easy Beach Living - Mornington Peninsula",156111303,"Frankston South, VIC, Australia",Frankston South,-38.15580697,145.1160911,t
24707702,2.02E+13,7/12/2018,furnished private room available in taylors hills,186741719,"Taylors Hill, VIC, Australia",Taylors Hill,-37.71864122,144.7599431,t
24708002,2.02E+13,7/12/2018,The Botanical | Balcony Room | St Kilda | Bayside,131252638,"Elwood, VIC, Australia",Elwood,-37.87781116,144.9812864,t
24709003,2.02E+13,7/12/2018,Cosy room close to RMIT and Latrobe Uni,179840662,"Bundoora, VIC, Australia",Bundoora,-37.68651472,145.0687622,f
24709152,2.02E+13,7/12/2018,CBD 2 Bedroom City View Apartment @The Fifth,159516681,"Melbourne, VIC, Australia",Melbourne,-37.81404167,144.9530352,t
24711201,2.02E+13,7/12/2018,Stylish and quiet apartment Next Yarra river,184643402,"Abbotsford, VIC, Australia",Abbotsford,-37.80910044,145.0086761,t
24713407,2.02E+13,7/12/2018,ç›’å­å±±ä¸­boxhill åŽäººåŒº,186792228,"Box Hill, VIC, Australia",Box Hill,-37.82253956,145.1254565,f
24717095,2.02E+13,7/12/2018,"A nice home in a great community and family neighbourhood, close to the airport!",186825781,"Mickleham, VIC, Australia",Mickleham,-37.57167556,144.8937208,f
24718369,2.02E+13,7/12/2018,* Master Bedroom with Bathroom Near Freeway  *,29830334,"Keysborough, VIC, Australia",Keysborough,-38.00892253,145.1726531,f
24719030,2.02E+13,7/12/2018,Ultra spacious 1BR and terrace,55324450,"Melbourne, VIC, Australia",Melbourne,-37.81553564,144.9529795,t
24719080,2.02E+13,7/12/2018,Mingara enjoy the serenity.,95632396,"Selby, VIC, Australia",Selby,-37.91774836,145.3692244,t
24719640,2.02E+13,7/12/2018,CBD 1 Bed Free WiFi,182143136,"Melbourne, VIC, Australia",Melbourne,-37.81382697,144.9718081,t
24719666,2.02E+13,7/12/2018,Ultra Luxury 3BD2B CBD Penthouse!,55324450,"Melbourne, VIC, Australia",Melbourne,-37.81436947,144.9517511,t
24719772,2.02E+13,7/12/2018,Solid little place in Heidelberg heights,99153112,"Heidelberg Heights, VIC, Australia",Heidelberg Heights,-37.74206933,145.0553504,t
24720067,2.02E+13,7/12/2018,BOX HILL Garden viewing houseå®‰é™ç¾Žä¸½çš„èŠ±å›­åˆ«å¢…,15832332,"Box Hill South, VIC, Australia",Box Hill South,-37.84246463,145.1291823,t
24720413,2.02E+13,7/12/2018,CBD 2BED2BATH Free WiFi,182143136,"Melbourne, VIC, Australia",Melbourne,-37.81329422,144.9719838,t
24720553,2.02E+13,7/12/2018,Fitzroy New Home with a View,8713733,"Fitzroy, VIC, Australia",Fitzroy,-37.79706064,144.9815883,t
24720861,2.02E+13,7/12/2018,Melbourne Two private rooms in CBD,29481851,"Melbourne, VIC, Australia",Melbourne,-37.80857335,144.9584297,f
24721627,2.02E+13,7/12/2018,LARGE SUNNY BUNGALOW-STYLE HOME,10370083,"Preston, VIC, Australia",Preston,-37.74512779,144.9822846,t
24721917,2.02E+13,7/12/2018,Acacia House - Central Healesville,161763135,"Healesville, VIC, Australia",Healesville,-37.66109609,145.5087257,f
24722214,2.02E+13,7/12/2018,Comfortable family home in leafy green Eltham.,50222711,"Eltham, VIC, Australia",Eltham,-37.72098946,145.1548922,f
24722720,2.02E+13,7/12/2018,City 2Bed 2Bath EQ Free Wifi,182143136,"Melbourne, VIC, Australia",Melbourne,-37.81037287,144.9584035,t
